81.65, 2021-09-06 10:44:40
80.81, 2021-09-06 10:44:45
79.84, 2021-09-06 10:44:50
79.10, 2021-09-06 10:44:55
80.42, 2021-09-06 10:45:00
79.75, 2021-09-06 10:45:05
78.88, 2021-09-06 10:45:10
77.98, 2021-09-06 10:45:15
77.13, 2021-09-06 10:45:20
76.36, 2021-09-06 10:45:25
75.62, 2021-09-06 10:45:30
74.87, 2021-09-06 10:45:35
74.21, 2021-09-06 10:45:40
73.61, 2021-09-06 10:45:45
73.10, 2021-09-06 10:45:50
73.89, 2021-09-06 10:45:55
73.48, 2021-09-06 10:46:00
73.32, 2021-09-06 10:46:05
78.38, 2021-09-06 10:46:10
77.51, 2021-09-06 10:46:15
77.04, 2021-09-06 10:46:20
78.32, 2021-09-06 10:46:25
79.18, 2021-09-06 10:46:30
78.53, 2021-09-06 10:46:35
78.08, 2021-09-06 10:46:40
80.41, 2021-09-06 10:46:45
79.72, 2021-09-06 10:46:50
78.84, 2021-09-06 10:46:55
77.99, 2021-09-06 10:47:00
77.25, 2021-09-06 10:47:05
76.47, 2021-09-06 10:47:10
75.69, 2021-09-06 10:47:15
75.02, 2021-09-06 10:47:20
74.39, 2021-09-06 10:47:25
74.16, 2021-09-06 10:47:30
73.99, 2021-09-06 10:47:35
73.75, 2021-09-06 10:47:40
73.33, 2021-09-06 10:47:45
73.03, 2021-09-06 10:47:50
72.66, 2021-09-06 10:47:55
72.59, 2021-09-06 10:48:00
72.38, 2021-09-06 10:48:05
72.19, 2021-09-06 10:48:10
71.97, 2021-09-06 10:48:15
71.85, 2021-09-06 10:48:20
77.14, 2021-09-06 10:48:26
76.94, 2021-09-06 10:48:31
76.47, 2021-09-06 10:48:36
76.13, 2021-09-06 10:48:41
75.56, 2021-09-06 10:48:46
75.71, 2021-09-06 10:48:51
75.47, 2021-09-06 10:48:56
75.61, 2021-09-06 10:49:01
75.45, 2021-09-06 10:49:06
76.60, 2021-09-06 10:49:11
79.06, 2021-09-06 10:49:16
78.87, 2021-09-06 10:49:21
79.52, 2021-09-06 10:49:26
79.89, 2021-09-06 10:49:31
86.48, 2021-09-06 10:49:36
89.52, 2021-09-06 10:49:41
88.61, 2021-09-06 10:49:46
87.78, 2021-09-06 10:49:51
86.76, 2021-09-06 10:49:56
86.14, 2021-09-06 10:50:01
85.66, 2021-09-06 10:50:06
84.89, 2021-09-06 10:50:11
84.50, 2021-09-06 10:50:16
84.03, 2021-09-06 10:50:21
83.64, 2021-09-06 10:50:26
83.07, 2021-09-06 10:50:31
82.82, 2021-09-06 10:50:36
82.31, 2021-09-06 10:50:41
81.78, 2021-09-06 10:50:46
81.24, 2021-09-06 10:50:51
80.85, 2021-09-06 10:50:56
80.37, 2021-09-06 10:51:01
79.95, 2021-09-06 10:51:06
79.48, 2021-09-06 10:51:11
79.26, 2021-09-06 10:51:16
78.94, 2021-09-06 10:51:21
