82.37, 2021-09-08 19:57:44
81.15, 2021-09-08 19:57:49
80.30, 2021-09-08 19:57:54
79.57, 2021-09-08 19:57:59
79.98, 2021-09-08 19:58:04
79.08, 2021-09-08 19:58:09
77.95, 2021-09-08 19:58:14
76.32, 2021-09-08 19:58:19
74.66, 2021-09-08 19:58:24
73.13, 2021-09-08 19:58:29
71.60, 2021-09-08 19:58:34
70.10, 2021-09-08 19:58:39
66.77, 2021-09-08 23:58:56
65.36, 2021-09-08 23:59:01
65.37, 2021-09-08 23:59:06
62.93, 2021-09-08 23:59:11
61.45, 2021-09-08 23:59:16
59.71, 2021-09-08 23:59:21
58.27, 2021-09-08 23:59:26
56.71, 2021-09-08 23:59:31
55.32, 2021-09-08 23:59:36
54.13, 2021-09-08 23:59:41
66.82, 2021-09-09 01:59:50
65.15, 2021-09-09 01:59:53
63.60, 2021-09-09 01:59:58
61.02, 2021-09-09 02:00:03
58.54, 2021-09-09 02:00:08
56.66, 2021-09-09 02:00:13
55.17, 2021-09-09 02:00:18
53.64, 2021-09-09 02:00:23
52.34, 2021-09-09 02:00:28
51.36, 2021-09-09 02:00:33
65.84, 2021-09-09 04:00:40
64.02, 2021-09-09 04:00:45
62.45, 2021-09-09 04:00:50
59.82, 2021-09-09 04:00:55
57.71, 2021-09-09 04:01:00
55.87, 2021-09-09 04:01:05
54.56, 2021-09-09 04:01:10
53.16, 2021-09-09 04:01:15
51.90, 2021-09-09 04:01:20
50.86, 2021-09-09 04:01:25
64.66, 2021-09-09 06:01:32
62.97, 2021-09-09 06:01:37
61.38, 2021-09-09 06:01:42
58.64, 2021-09-09 06:01:47
56.22, 2021-09-09 06:01:52
54.25, 2021-09-09 06:01:57
52.59, 2021-09-09 06:02:02
51.25, 2021-09-09 06:02:07
50.22, 2021-09-09 06:02:12
49.25, 2021-09-09 06:02:17
64.34, 2021-09-09 07:59:42
62.51, 2021-09-09 07:59:47
60.71, 2021-09-09 07:59:52
58.23, 2021-09-09 07:59:57
55.82, 2021-09-09 08:00:02
53.80, 2021-09-09 08:00:07
52.24, 2021-09-09 08:00:12
50.81, 2021-09-09 08:00:17
49.82, 2021-09-09 08:00:22
48.85, 2021-09-09 08:00:27
48.03, 2021-09-09 08:00:32
47.40, 2021-09-09 08:00:37
46.82, 2021-09-09 08:00:42
46.38, 2021-09-09 08:00:47
64.55, 2021-09-09 08:30:06
52.23, 2021-09-09 10:14:20
54.92, 2021-09-09 10:14:25
54.82, 2021-09-09 10:14:30
55.02, 2021-09-09 10:14:35
58.36, 2021-09-09 10:14:40
58.14, 2021-09-09 10:14:45
57.02, 2021-09-09 10:14:50
56.18, 2021-09-09 10:14:55
56.17, 2021-09-09 10:15:00
55.36, 2021-09-09 10:15:05
54.61, 2021-09-09 10:15:10
54.21, 2021-09-09 10:15:15
53.81, 2021-09-09 10:15:20
53.41, 2021-09-09 10:15:25
53.05, 2021-09-09 10:15:30
52.73, 2021-09-09 10:15:35
52.79, 2021-09-09 10:15:40
52.73, 2021-09-09 10:15:45
52.62, 2021-09-09 10:15:50
52.91, 2021-09-09 10:15:55
52.85, 2021-09-09 10:16:00
53.46, 2021-09-09 10:16:05
53.46, 2021-09-09 10:16:10
53.45, 2021-09-09 10:16:15
53.44, 2021-09-09 10:16:20
53.60, 2021-09-09 10:16:25
53.63, 2021-09-09 10:16:30
53.61, 2021-09-09 10:16:35
53.71, 2021-09-09 10:16:40
54.31, 2021-09-09 10:16:45
54.40, 2021-09-09 10:16:50
54.42, 2021-09-09 10:16:55
57.34, 2021-09-09 10:17:00
