82.67, 2023-02-08 10:19:34
82.11, 2023-02-08 10:19:39
81.07, 2023-02-08 10:19:44
79.84, 2023-02-08 10:19:49
78.86, 2023-02-08 10:19:54
77.93, 2023-02-08 10:19:59
76.92, 2023-02-08 10:20:04
75.96, 2023-02-08 10:20:09
75.01, 2023-02-08 10:20:14
74.15, 2023-02-08 10:20:19
73.32, 2023-02-08 10:20:24
72.52, 2023-02-08 10:20:29
71.79, 2023-02-08 10:20:34
71.23, 2023-02-08 10:20:39
73.43, 2023-02-08 10:20:44
72.77, 2023-02-08 10:20:49
73.45, 2023-02-08 10:20:54
72.68, 2023-02-08 10:20:59
71.89, 2023-02-08 10:21:04
71.36, 2023-02-08 10:21:09
70.88, 2023-02-08 10:21:14
70.49, 2023-02-08 10:21:19
70.21, 2023-02-08 10:21:24
69.96, 2023-02-08 10:21:29
69.71, 2023-02-08 10:21:34
69.62, 2023-02-08 10:21:39
69.99, 2023-02-08 10:21:44
69.59, 2023-02-08 10:21:49
69.17, 2023-02-08 10:21:54
69.39, 2023-02-08 10:21:59
69.04, 2023-02-08 10:22:04
68.52, 2023-02-08 10:22:09
69.25, 2023-02-08 10:22:14
68.80, 2023-02-08 10:22:19
68.34, 2023-02-08 10:22:24
68.13, 2023-02-08 10:22:29
67.76, 2023-02-08 10:22:34
67.49, 2023-02-08 10:22:39
67.10, 2023-02-08 10:22:44
66.88, 2023-02-08 10:22:49
66.66, 2023-02-08 10:22:54
66.46, 2023-02-08 10:22:59
66.15, 2023-02-08 10:23:04
66.03, 2023-02-08 10:23:09
65.89, 2023-02-08 10:23:14
